wallsMaterial;totalArea;floorNumber;floorsTotal;kitchenArea;latitude;longitude;price
monolith;60.3;5;12;2015;43.248787;76.866647;268 657
monolith;63.6;5;5;2015;43.300431;76.835404;120 000
monolith;82.9;1;16;2013;43.220754;76.795878;132 690
monolith;77.2;7;9;2006;43.2418;76.825756;220 208
monolith;60.4;4;12;2015;43.248787;76.866647;264 901
monolith;58.8;3;9;2013;43.345409;76.98712;249 150
monolith;63.4;16;18;2012;43.241892;76.877508;279 969
monolith;66.5;6;17;2013;43.245123;76.93712;437 640
monolith;50.2;9;10;2012;43.225878;76.838063;312 750
monolith;45.1;3;16;2013;43.230266;76.789823;210 644
monolith;83.5;6;16;2010;43.244637;76.812398;275 450
monolith;66.1;9;9;2010;43.24247;76.814581;264 751
monolith;116.9;9;12;2013;43.232178;76.789616;154 834
monolith;39.1;3;5;2008;43.358618;76.920923;191 816
monolith;73;7;16;2013;43.213488;76.844126;324 658
monolith;68.1;5;12;2014;43.259831;76.960647;367 108
monolith;72;10;10;1991;43.247848;76.870061;243 056
monolith;53.6;8;21;2006;43.233518;76.893399;386 195
monolith;36.1;5;5;2012;43.278375;76.82183;221 607
monolith;62.5;8;9;2010;43.242286;76.816521;208 000
monolith;52.9;6;9;2014;43.23028;76.840048;337 732
monolith;61.7;5;5;2015;43.300431;76.835404;120 000
monolith;46.6;9;4;2014;43.255393;76.821138;225 322
monolith;37.1;2;9;2008;43.241774;76.823914;260 647
monolith;46.3;4;18;2011;43.245399;76.876942;318 312
monolith;66.3;6;6;2015;43.20647;76.863763;241 328
monolith;72.8;11;16;2013;43.212897;76.843138;281 594
monolith;83.9;11;11;2010;43.221372;76.841674;259 834
monolith;63.3;5;5;2008;43.357163;76.918623;157 978
monolith;39.4;5;5;2008;43.355217;76.925819;182 742
monolith;65.4;6;9;2010;43.24224;76.81512;252 707
monolith;130.7;1;3;2016;43.149695;76.90655;490 001
monolith;38.4;9;6;2014;43.25641;76.821372;242 188
monolith;19;2;9;2014;43.255445;76.923429;394 737
monolith;112;7;16;2013;43.213488;76.844126;308 036
monolith;91.8;6;16;2012;43.230345;76.790515;231 482
monolith;49.5;2;13;2016;43.250613;76.853442;285 000
monolith;58.7;11;16;2012;43.23089;76.790102;173 765
monolith;42.2;3;13;2016;43.240939;76.857134;285 000
monolith;55.1;4;13;2016;43.240703;76.855741;290 000
monolith;86.4;7;13;2016;43.240939;76.857134;275 000
monolith;76.5;6;21;2015;43.23602;76.893776;281 046
monolith;42.2;5;13;2016;43.240939;76.857134;300 000
monolith;117.5;3;14;2011;43.225951;76.792823;165 107
monolith;33.7;4;5;1982;43.23845;76.862191;293 769
monolith;86.6;3;13;2016;43.240939;76.857125;252 001
monolith;57.1;15;16;2012;43.220754;76.795878;175 132
monolith;57.1;15;16;2012;43.220754;76.795878;175 132
monolith;60.1;13;16;2012;43.224637;76.793443;178 037
monolith;61.1;5;5;2015;43.300431;76.835404;120 000
monolith;74.3;4;14;2015;43.211931;76.878065;323 015
monolith;66.7;9;12;2015;43.231298;76.875792;359 821
monolith;33.7;6;13;2016;43.240953;76.856065;302 196
monolith;71;15;16;2014;43.214953;76.874103;302 817
monolith;63.5;11;12;2013;43.232178;76.789616;157 481
monolith;34.1;2;16;2014;43.214717;76.874139;307 918
monolith;43.6;4;9;2007;43.237629;76.826609;183 489
monolith;72.4;7;13;2015;43.22622;76.93491;414 365
monolith;55.6;13;17;2009;43.206773;76.885;429 317
monolith;100.4;13;20;2012;43.195331;76.893632;286 853
monolith;36.6;8;9;2016;43.258735;76.884326;250 000
monolith;90.3;9;13;2016;43.240939;76.857134;280 000
monolith;68;9;8;2014;43.25641;76.821372;213 236
monolith;80.2;1;7;2007;43.222929;76.952795;660 848
monolith;40.5;8;8;2016;43.26035;76.813036;234 568
monolith;35;5;13;2016;43.240939;76.857125;300 000
monolith;42.3;4;13;2016;43.240939;76.857125;285 000
monolith;42.7;7;10;2005;43.221155;76.844117;234 193
monolith;64.8;11;12;2009;43.219631;76.842887;267 284
monolith;43;1;6;2015;43.20647;76.863763;283 721
monolith;102.6;9;9;2006;43.226667;76.845204;160 819
monolith;45.3;3;5;2015;43.300431;76.835404;120 001
monolith;40.8;4;8;2016;43.26035;76.813036;250 001
monolith;36.2;7;9;2016;43.258735;76.884326;250 000
monolith;86.3;6;13;2016;43.240939;76.857125;275 000
monolith;94.5;3;10;2009;43.242877;76.817015;169 313
monolith;58.9;5;5;2007;43.357281;76.951655;161 291
monolith;72.7;3;13;2016;43.240939;76.857125;285 000
monolith;65.5;6;9;2010;43.250672;76.826618;209 161
monolith;61.5;2;7;2007;43.360781;76.99445;219 513
monolith;68.4;4;9;2010;43.252773;76.824462;223 685
monolith;80.2;1;9;2008;43.207738;76.883526;249 377
monolith;86.8;8;9;2011;43.250961;76.813781;230 415
monolith;83.3;4;9;2015;43.2657;76.965147;199 280
monolith;59.9;1;5;1978;43.249857;76.896723;320 535
monolith;41.6;1;5;1976;43.204768;76.90001;312 500
monolith;56.8;9;12;2016;43.262858;76.820447;254 472
monolith;39.3;4;5;2010;43.359071;76.923492;207 405
monolith;60.9;9;4;2008;43.242062;76.8251;235 633
monolith;83.8;6;16;2012;43.224965;76.933437;408 306
monolith;67.9;6;9;2007;43.266744;76.901223;223 859
monolith;61.8;2;5;2006;43.287262;76.923187;210 356
monolith;58.6;6;9;2004;43.214027;76.854322;331 912
monolith;60.7;8;10;2015;43.221313;76.866611;359 144
monolith;63.3;4;4;1970;43.229248;76.921184;292 260
monolith;103.5;9;9;2006;43.241235;76.825558;212 561
monolith;82;1;6;2014;43.258662;76.981434;390 000
monolith;73.9;8;9;2006;43.265654;76.901187;278 756
monolith;58.5;1;4;1967;43.222916;76.873582;273 505
monolith;62.9;2;5;2015;43.300431;76.835404;120 000
monolith;40.1;2;5;2015;43.300431;76.835404;120 000
monolith;143.9;3;6;2014;43.258557;76.982179;490 000
monolith;62.9;4;5;2015;43.300431;76.835404;120 000
monolith;76;1;5;2015;43.300431;76.835404;120 000
monolith;113.7;7;10;2006;43.234188;76.937407;460 172
monolith;42.2;6;6;2016;43.311557;76.897702;248 816
monolith;46.5;2;9;2004;43.302314;76.923133;225 807
monolith;63;5;5;2010;43.35968;76.922971;222 223
monolith;68.5;2;9;2004;43.302675;76.922765;189 782
monolith;43.2;1;9;2006;43.265923;76.901556;300 926
monolith;38.8;3;5;2006;43.306309;76.922289;250 001
monolith;38.8;3;5;2006;43.306309;76.922289;250 001
monolith;65.1;5;5;1995;43.305804;76.925208;184 332
monolith;38.9;1;5;2006;43.305968;76.921947;308 484
monolith;102.7;4;15;2007;43.21674;76.884065;303 963
monolith;67.7;4;9;1994;43.210019;76.843111;304 284
monolith;77.9;5;9;2006;43.241957;76.826367;205 392
monolith;58.7;2;9;2004;43.214027;76.854313;310 052
monolith;58.7;2;9;2004;43.214027;76.854313;310 052
monolith;58.7;2;9;2004;43.214027;76.854313;310 052
monolith;56.8;7;9;2005;43.265352;76.899921;281 691
monolith;42;3;4;1970;43.26165;76.915848;227 143
monolith;42.4;8;9;2013;43.280692;76.821785;188 680
monolith;50.4;1;9;2005;43.212193;76.880203;271 826
monolith;68.8;5;9;2005;43.214171;76.848492;290 698
monolith;43.1;4;4;1973;43.261558;76.914599;174 014
monolith;73.9;8;9;2005;43.226667;76.845204;216 509
monolith;42;1;5;1973;43.202153;76.880831;259 524
monolith;55.5;7;9;2007;43.266271;76.901403;252 253
monolith;34.9;3;5;2012;43.356305;76.920339;171 920
monolith;92.5;6;9;2005;43.226667;76.845204;248 649
monolith;54.5;2;14;2016;43.216786;76.880697;308 846
monolith;62.9;1;5;2010;43.359379;76.922513;206 678
monolith;42.7;4;4;1968;43.219427;76.857736;210 773
monolith;81.6;11;16;2011;43.2021;76.874714;343 138
monolith;39.3;2;5;2008;43.356711;76.91918;216 285
monolith;68.1;7;9;2006;43.305568;76.921516;205 581
monolith;62;5;5;2006;43.30625;76.923268;219 360
monolith;43.8;5;5;1981;43.246896;76.914743;319 635
monolith;63;3;5;2008;43.356718;76.919189;206 350
monolith;33.6;1;5;2009;43.355223;76.922801;250 000
monolith;46.4;5;9;2005;43.304262;76.921947;237 069
monolith;43.2;5;9;2005;43.214992;76.850244;254 630
monolith;51.1;4;5;1986;43.235508;76.955239;439 727
monolith;34.5;1;12;2017;43.263567;76.820797;258 000
panel;72.7;2;2;2014;43.242299;76.887218;158 873
panel;72.7;2;2;2014;43.242457;76.887272;190 785
panel;72.7;2;2;2014;43.242457;76.887272;190 785
panel;33.7;1;5;1990;43.237104;76.896642;445 104
panel;64.1;2;4;1973;43.341895;76.981541;214 509
panel;51.9;3;5;1989;43.23602;76.827921;277 457
panel;45.2;5;5;1976;43.235574;76.915569;378 585
panel;44.2;4;4;1967;43.217384;76.85876;279 978
panel;47.6;4;4;1972;43.229058;76.903918;333 866
panel;59.2;4;5;1967;43.256857;76.935593;385 136
panel;68.7;8;9;1993;43.225786;76.881694;304 222
panel;58.5;2;5;1976;43.358782;77.136995;266 616
panel;66.5;5;5;1978;43.239928;76.85964;218 429
panel;40.8;3;9;1990;43.223185;76.838377;335 785
panel;77.4;4;4;1970;43.26165;76.915848;235 143
panel;50.5;2;5;1991;43.337332;76.969944;257 426
panel;60.7;8;9;1986;43.254139;76.914204;382 208
panel;57.1;5;9;1984;43.226667;76.845204;230 246
panel;52;2;5;1987;43.205458;76.836859;355 770
panel;52.2;1;3;1980;43.30297;76.900001;233 717
panel;73.9;5;9;1992;43.214427;76.879879;291 854
panel;62.1;1;5;1975;43.200648;76.873223;257 649
panel;59.8;4;4;1972;43.297465;77.027023;317 726
panel;44.7;4;5;1977;43.246502;76.889949;305 593
panel;45.3;2;4;1969;43.219624;76.857152;313 466
panel;34.6;3;5;1994;43.211444;76.84524;346 821
panel;34.6;3;5;1994;43.211444;76.84524;346 821
panel;56.1;6;9;1989;43.2149;76.875675;303 031
panel;41.7;5;5;1988;43.232579;76.839374;299 761
panel;66.9;5;9;2005;43.304899;76.923295;204 784
panel;54.2;5;5;1988;43.365081;76.995807;236 163
panel;42.6;3;5;1976;43.19817;76.886859;305 165
panel;58.2;2;5;1991;43.363705;76.998008;206 186
panel;45.7;4;4;1971;43.210334;76.903469;317 287
panel;52.1;2;4;1971;43.231784;76.915929;295 586
panel;44742;2;5;1977;43.198013;76.881272;398 693
panel;65.2;5;5;1976;43.210334;76.903469;214 724
panel;33.8;5;5;1973;43.199583;76.88076;301 776
panel;45.2;3;4;1967;43.213356;76.866027;270 797
panel;32.3;1;4;1966;43.210689;76.8615;291 022
panel;41.6;1;5;1985;43.322787;76.914258;215 313
panel;43.5;4;4;1968;43.369793;76.987848;240 230
panel;46.9;3;4;1967;43.229209;76.86326;338 721
panel;31.4;4;4;1970;43.229839;76.92475;398 090
panel;40.9;6;9;1993;43.222351;76.847576;342 299
panel;43.3;4;4;1972;43.227994;76.922271;344 111
panel;62;9;13;2016;43.248268;76.865515;280 000
panel;42;5;5;1975;43.260074;76.921139;342 858
panel;73;6;9;1987;43.241399;76.860395;260 274
panel;91.7;3;12;2016;43.248268;76.865515;280 000
panel;65.1;3;13;2016;43.248268;76.865515;280 000
panel;64.2;9;15;2016;43.248268;76.865515;310 000
panel;42.1;5;5;1984;43.31916;76.914644;249 407
panel;42.1;5;5;1984;43.31916;76.914644;249 407
panel;51.6;1;5;1985;43.205465;76.836868;313 469
panel;90.5;10;13;2016;43.248268;76.865515;280 000
panel;62.1;6;12;2016;43.248268;76.865515;280 000
panel;40.2;6;9;1989;43.196245;76.892833;373 135
panel;38.1;3;3;1975;43.306513;76.899813;183 728
panel;58.4;2;3;1981;43.287262;76.923187;205 480
panel;91.6;4;9;1989;43.256259;76.886473;272 926
panel;42.6;2;5;1974;43.20214;76.885521;328 639
panel;59.3;4;4;1967;43.223987;76.851232;217 201
panel;62.5;5;5;1975;43.197605;76.879376;282 880
panel;45.9;1;5;1990;43.226667;76.845204;196 079
panel;39.3;6;9;1985;43.250599;76.891063;330 789
panel;33.8;5;5;1973;43.229432;76.85761;278 107
panel;44.8;4;5;1974;43.238746;76.908446;334 822
panel;46.5;1;4;1967;43.269626;76.946363;298 861
panel;31;1;4;1969;43.224919;76.850378;298 710
panel;61.1;4;4;1971;43.228375;76.867491;223 732
panel;69.1;5;9;1987;43.228086;76.843641;289 436
panel;64.3;8;13;2016;43.248268;76.865515;280 000
panel;44651;5;5;1973;43.266068;76.936859;303 515
panel;62.5;3;15;2016;43.248268;76.865515;280 000
panel;46.8;3;5;1978;43.256332;76.913054;270 300
panel;56.3;2;9;1984;43.250875;76.875244;328 597
panel;32.7;3;5;1981;43.221149;76.889015;363 915
panel;44712;5;5;1975;43.195647;76.880059;340 318
panel;59.1;3;3;1981;43.35852;76.995232;216 583
panel;70;1;9;1987;43.228946;76.83976;307 143
panel;121.5;9;12;2016;43.248268;76.865515;280 000
panel;45.3;3;5;1978;43.193635;76.905167;309 051
panel;58.9;1;5;1983;43.241425;76.832259;237 692
panel;40.8;8;9;1991;43.223842;76.846049;318 628
panel;70;4;9;1990;43.207022;76.899148;328 572
panel;56.6;3;3;1981;43.35852;76.995232;229 682
panel;45.8;2;4;1968;43.217476;76.859883;283 843
panel;42.3;3;4;1970;43.241005;76.89851;354 610
panel;35.5;5;9;1988;43.342033;76.985162;242 254
panel;43.5;5;5;1986;43.235528;76.864509;252 874
panel;55.6;5;9;1989;43.229439;76.837371;359 713
panel;51.1;2;9;1981;43.292164;76.837739;381 605
panel;63.3;3;5;1973;43.202067;76.88155;269 574
panel;43.5;3;4;1967;43.222292;76.871157;287 357
panel;59.2;2;4;1969;43.218448;76.861401;270 271
panel;53.5;5;5;1988;43.196514;76.806631;168 225
panel;50.7;5;5;1991;43.235666;76.820779;235 789
panel;89.6;4;12;2016;43.248268;76.865515;280 000
panel;43.4;3;5;1974;43.2614;76.919612;322 581
panel;40.4;5;5;1985;43.233577;76.830274;262 377
panel;33.6;4;5;1981;43.234608;76.829843;238 096
panel;83.8;4;5;1990;43.234871;76.823429;262 530
panel;45.4;2;4;1975;43.224545;76.873133;264 318
panel;56;1;5;1975;43.196258;76.883257;289 286
panel;66.3;5;5;1976;43.192505;76.903379;241 328
panel;64.3;7;12;2016;43.248268;76.865515;280 000
panel;64.3;7;12;2016;43.248268;76.865515;280 000
panel;64.1;6;13;2016;43.248268;76.865515;280 000
panel;43.5;5;5;2006;43.304741;76.925738;204 598
panel;61.9;4;5;1973;43.266068;76.936859;274 637
panel;44650;1;5;1977;43.245825;76.92183;330 034
panel;42.6;5;5;1980;43.253613;76.877669;281 691
panel;62.2;2;4;1971;43.222627;76.933032;278 136
panel;51.6;3;5;1986;43.226923;76.83667;287 791
panel;66.6;8;8;1973;43.235304;76.908221;300 301
panel;52.2;3;5;1989;43.237288;76.827364;268 200
panel;98;2;9;1993;43.22306;76.846794;275 511
panel;64.4;1;5;1980;43.254644;76.872711;321 429
panel;68.3;3;5;1992;43.212305;76.849229;317 716
panel;73.2;7;9;1993;43.219421;76.846641;321 039
panel;61.3;1;4;1972;43.22938;76.920429;290 335
panel;30;1;5;1978;43.215426;76.901403;344 767
panel;43.1;3;4;1970;43.268228;76.949975;299 304
panel;31.2;5;5;1985;43.336761;76.912174;182 693
panel;41.9;1;4;1970;43.229334;76.925837;357 996
panel;65.8;2;5;1980;43.208915;76.90249;286 475
panel;52.2;5;5;1991;43.337332;76.969944;191 571
panel;69.2;2;9;1984;43.239521;76.838386;274 567
panel;81.4;4;5;1994;43.210413;76.844719;272 114
panel;70.7;1;5;1987;43.214171;76.900361;184 329
panel;60.1;2;4;1971;43.236841;76.842428;266 223
panel;69;6;9;1979;43.234713;76.89966;320 015
panel;44.6;4;4;1970;43.267807;76.949364;316 144
panel;46.5;2;4;1969;43.254217;76.919908;292 474
panel;59.7;5;5;1979;43.248281;76.860422;216 081
panel;77.8;5;9;1994;43.219513;76.846138;257 070
panel;41;5;9;1989;43.21199;76.876654;292 683
panel;45;2;5;1974;43.261256;76.920995;295 556
panel;70;3;9;1987;43.225189;76.836931;300 000
panel;43;2;4;1968;43.225662;76.87219;279 070
panel;75.4;5;9;1985;43.235613;76.888943;336 871
panel;59.2;1;5;1976;43.200392;76.872261;253 379
panel;64;2;9;1989;43.205268;76.836589;289 063
panel;34;2;5;1975;43.196139;76.88623;282 353
panel;72.9;7;9;1990;43.222489;76.838566;246 914
panel;33.6;4;4;1978;43.253187;76.885287;241 072
panel;60.1;3;4;1972;43.22754;76.916477;296 177
panel;62.9;4;5;1983;43.225543;76.875109;277 425
panel;51.2;4;5;1987;43.228526;76.840201;283 204
panel;53.3;4;5;1993;43.213291;76.839715;281 426
panel;70.2;8;9;1990;43.363731;77.131111;370 371
panel;49.2;4;5;2001;43.208639;76.883158;304 879
panel;44.8;2;5;1974;43.233984;76.886428;290 179
panel;33.2;3;5;1984;43.250731;76.869692;286 145
panel;44.8;2;5;1974;43.233984;76.886428;290 179
panel;34.5;2;5;1990;43.228316;76.8327;275 363
panel;45.1;5;5;1977;43.196902;76.87581;292 683
panel;59.7;5;5;1980;43.20808;76.888916;217 756
panel;41.8;1;5;1974;43.24486;76.84021;236 843
panel;40;2;5;1984;43.359084;77.136411;175 000
panel;44.1;4;5;1981;43.239291;76.836949;306 123
panel;42.7;4;4;1969;43.220807;76.861284;295 082
panel;57.2;2;5;1984;43.241793;76.832116;236 014
panel;83.5;4;5;1992;43.212305;76.849238;263 474
panel;78.2;4;9;1990;43.222541;76.83791;319 694
panel;44.9;5;5;1974;43.238503;76.901115;282 851
panel;58.4;1;9;2005;43.21377;76.850585;282 535
panel;41.8;1;4;1971;43.224046;76.889985;299 044
panel;73.6;3;9;1993;43.210334;76.903469;336 957
panel;69.8;1;5;1986;43.228519;76.836706;259 313
panel;52.3;3;5;1990;43.236427;76.823474;239 006
panel;52;2;5;1995;43.211655;76.84021;292 308
panel;45.5;3;4;1967;43.216254;76.867393;219 781
panel;44.7;2;5;1979;43.25882;76.92608;357 942
panel;58.2;2;9;1987;43.242962;76.890596;331 616
panel;86.3;2;5;1997;43.231541;76.837928;231 750
panel;45.1;4;5;1974;43.198098;76.883095;332 595
panel;45.1;4;5;1974;43.198098;76.883095;332 595
panel;58.8;5;5;1982;43.237038;76.829142;243 198
panel;45.9;2;5;1977;43.191394;76.903801;326 798
panel;43.2;5;5;1984;43.325246;76.921588;231 482
panel;60.1;1;4;1969;43.231101;76.844027;216 307
panel;33.8;2;5;1983;43.234444;76.884479;313 610
panel;44762;4;5;1977;43.224256;76.900379;280 194
panel;61.8;2;5;1980;43.254336;76.87757;283 172
panel;51.4;5;5;1986;43.227948;76.836167;262 646
panel;64.7;3;5;1982;43.255005;76.877454;262 752
panel;54.2;1;5;1975;43.195601;76.885368;269 373
panel;32;5;5;1982;43.235377;76.829906;284 375
panel;38.6;2;5;1993;43.360447;76.992923;220 208
panel;81.1;1;5;1987;43.328492;76.921103;283 601
panel;42.6;5;5;1979;43.223172;76.870222;267 606
panel;56;3;15;2016;43.249004;76.865326;277 893
panel;44.9;1;4;1972;43.209605;76.86335;240 535
panel;40.4;4;5;1982;43.235186;76.830696;272 278
panel;55.4;2;5;1977;43.221201;76.889868;294 224
panel;67.7;3;8;1975;43.227363;76.926978;408 568
panel;58.7;5;5;1978;43.254421;76.902184;272 573
panel;37.8;1;9;1972;43.264794;76.942016;296 297
panel;43.8;3;5;1977;43.248899;76.889832;342 466
panel;44773;4;4;1969;43.222232;76.869351;283 912
panel;50.3;1;5;1985;43.323829;76.921229;278 331
panel;43.2;3;4;1971;43.232244;76.860125;289 352
panel;32.7;1;5;1973;43.199136;76.88296;336 392
panel;44592;3;4;1972;43.229064;76.903927;321 544
panel;33.5;4;5;1986;43.205465;76.836868;283 583
panel;33.5;4;5;1986;43.205465;76.836868;283 583
panel;44592;3;4;1972;43.229064;76.903927;321 544
panel;46.2;3;5;2001;43.208639;76.883158;298 702
panel;66.3;2;5;1976;43.198085;76.873043;276 019
panel;49.1;3;5;1987;43.256181;76.88137;264 766
panel;33.7;4;5;1978;43.245747;76.892168;331 217
panel;70.2;10;12;1991;43.232381;76.954008;427 351
panel;43.3;5;5;1986;43.209743;76.872648;254 042
panel;45.1;2;4;1967;43.222298;76.871165;259 424
panel;45.2;1;5;1988;43.262037;76.931272;293 142
panel;45.1;3;5;1972;43.225635;76.865057;288 249
panel;44681;1;4;1967;43.254697;76.921121;345 395
panel;74.2;3;5;1976;43.23162;76.903379;323 451
panel;39.6;9;9;1984;43.250941;76.875963;250 000
panel;43.5;4;4;1967;43.212949;76.863332;275 863
panel;71.6;4;9;1984;43.252523;76.904017;314 246
panel;74.5;2;5;1988;43.200812;76.878604;334 229
panel;59.7;2;5;1975;43.195173;76.884532;309 883
panel;43;3;5;1983;43.23028;76.848869;286 535
panel;66.1;5;5;1974;43.197612;76.888566;257 187
panel;45;4;5;1979;43.224663;76.853046;300 889
panel;82.4;5;5;1994;43.211405;76.843183;288 835
panel;42.6;4;5;1990;43.228316;76.8327;224 003
panel;62.4;5;5;1977;43.194503;76.904825;250 241
panel;41.8;5;5;1984;43.322518;76.914644;287 082
panel;67.6;4;5;1983;43.321416;76.918291;276 628
panel;47.3;5;9;1988;43.342033;76.985162;219 874
panel;44711;3;5;1977;43.217634;76.8562;335 410
panel;41.9;3;4;1969;43.220807;76.861284;273 270
panel;45.3;2;4;1967;43.216123;76.859937;273 952
panel;50.7;3;4;1972;43.26593;76.93376;315 582
panel;41.1;3;9;1989;43.21199;76.876654;333 334
panel;58.8;4;5;1982;43.248853;76.86167;272 109
panel;31.9;4;5;1975;43.195601;76.885368;300 941
panel;64.7;5;5;1981;43.250278;76.871165;240 310
panel;44.7;3;4;1968;43.230996;76.864222;297 987
panel;33.9;5;5;1984;43.222456;76.897801;309 735
panel;49.6;5;5;1985;43.210952;76.871875;325 615
panel;42.2;5;5;1977;43.254881;76.917869;272 512
panel;65.6;3;5;1986;43.209927;76.872181;274 391
panel;44650;1;4;1970;43.254802;76.907484;343 235
panel;31.6;5;5;1977;43.196534;76.875945;360 000
panel;43.2;5;5;1975;43.237623;76.841341;266 204
panel;34;4;5;1979;43.25882;76.92608;388 236
panel;43.2;5;5;1975;43.237623;76.841341;266 204
panel;46.9;4;4;1968;43.233419;76.867572;247 335
panel;58.5;1;5;1979;43.237367;76.900406;282 052
panel;42.3;4;5;1983;43.226424;76.800423;243 499
panel;43.4;2;5;1976;43.198085;76.873043;313 365
panel;57.8;4;9;1990;43.224361;76.839266;324 867
panel;83.7;1;5;1987;43.226805;76.838377;262 844
panel;61.8;3;9;1989;43.236421;76.903855;333 334
panel;83.8;4;5;1991;43.209697;76.880867;284 010
panel;43.4;4;5;1977;43.198013;76.881272;305 312
panel;60.5;2;5;1987;43.324229;76.916414;256 199
panel;61.4;4;5;1985;43.226667;76.845204;203 584
panel;42.5;5;5;1984;43.238247;76.828316;305 883
panel;42.3;3;5;1973;43.199314;76.881864;330 970
panel;42.3;3;5;1973;43.199314;76.881864;330 970
panel;39.2;7;9;1985;43.233465;76.831451;293 368
panel;45.3;4;4;1971;43.21921;76.874777;300 221
panel;45.5;3;4;1974;43.220682;76.934578;307 693
panel;41.9;5;5;1983;43.226417;76.800423;238 664
panel;42.4;4;4;1972;43.262831;76.936725;353 774
panel;85.3;4;5;1993;43.212778;76.85134;277 281
panel;44773;4;5;1975;43.199176;76.885592;315 458
panel;71.4;1;9;1992;43.233781;76.869279;238 096
panel;44592;2;5;1984;43.239048;76.832008;334 406
panel;50.2;4;5;1990;43.226417;76.800423;258 965
panel;44.4;1;5;1974;43.24486;76.84021;286 037
panel;44773;3;4;1973;43.240611;76.898573;315 458
panel;44584;1;5;1978;43.256332;76.913054;346 321
panel;33.7;5;5;1983;43.317697;76.915318;207 716
panel;31.4;4;5;1974;43.2453;76.839769;280 255
panel;42.9;3;5;1982;43.226667;76.845204;303 031
panel;42.9;3;4;1971;43.236099;76.842752;326 341
panel;43.4;3;5;1978;43.251256;76.921525;207 374
panel;64.9;1;5;1980;43.251571;76.873214;268 105
panel;69.9;9;9;1984;43.235567;76.840093;250 358
panel;69.9;9;9;1984;43.235567;76.840093;250 358
panel;44712;2;5;1973;43.198933;76.881864;317 461
panel;83.6;5;5;1989;43.302301;76.925864;143 541
panel;42.4;4;5;1978;43.24681;76.901591;301 887
panel;67.2;3;5;1980;43.20835;76.900945;297 620
panel;40.2;6;9;1987;43.227113;76.844288;305 971
panel;42.1;4;4;1972;43.237505;76.908284;304 039
panel;61.5;8;9;2005;43.213554;76.849777;292 683
panel;56.3;3;5;1975;43.203441;76.900451;293 073
panel;33.1;2;5;1986;43.205458;76.836859;291 239
panel;43.5;5;5;1981;43.238706;76.836086;252 299
panel;44712;3;4;1970;43.221175;76.8721;307 937
panel;34.2;4;5;1984;43.223763;76.899094;321 638
panel;42.2;4;5;1989;43.352962;76.925918;189 574
panel;41.9;5;5;1990;43.228316;76.8327;248 211
panel;53.7;2;5;1992;43.227915;76.93517;353 259
panel;31.4;4;4;1972;43.210327;76.903469;318 472
panel;44712;5;5;1977;43.250448;76.923609;280 000
panel;32.3;2;5;1983;43.237649;76.828001;264 706
panel;48.3;7;8;2016;43.256364;76.931658;310 560
panel;45.6;4;4;1967;43.21586;76.863539;271 930
panel;59.2;4;4;1969;43.268326;76.940929;248 311
panel;61.1;8;9;1995;43.243435;76.885574;256 138
panel;44712;6;8;2016;43.256364;76.931658;342 858
panel;39.8;2;9;1991;43.213823;76.881352;285 428
panel;43.3;5;5;1978;43.248662;76.89383;323 326
panel;40.2;6;9;1990;43.226667;76.845204;298 508
panel;62.2;3;5;1968;43.220518;76.853594;289 390
panel;58.9;1;5;1983;43.236303;76.837443;217 318
panel;60.6;1;5;1984;43.323423;76.919405;264 027
panel;43.1;5;5;1977;43.248899;76.889832;313 226
panel;42.2;2;5;1974;43.262129;76.92731;285 285
panel;63.4;2;5;1975;43.198144;76.886015;283 912
panel;56.9;2;5;1984;43.323423;76.919405;246 046
panel;33.8;5;5;1984;43.323462;76.918579;221 894
panel;42.3;5;5;1987;43.324236;76.916414;219 859
panel;43.9;3;5;1986;43.237163;76.945627;227 791
panel;58.6;3;5;1994;43.211444;76.84524;273 038
panel;43.3;2;4;1970;43.268214;76.944001;300 231
panel;58.1;1;4;1967;43.214546;76.864293;227 660
panel;46.7;2;4;1967;43.217003;76.85911;235 547
panel;59;1;5;1976;43.225642;76.873097;262 712
panel;39.9;7;9;1984;43.247461;76.859523;266 918
panel;65.1;2;5;1980;43.251249;76.872199;287 036
panel;74;3;8;1975;43.262562;76.943651;305 541
panel;56.3;9;9;1988;43.207095;76.836203;278 864
panel;35.2;2;4;1977;43.254421;76.902184;241 478
panel;62.3;5;5;1973;43.202475;76.880544;256 822
panel;45.4;2;5;1976;43.236447;76.902678;308 371
panel;33.5;4;5;1974;43.229846;76.857008;295 523
panel;62.2;1;5;1980;43.20808;76.888925;337 621
panel;59.6;4;5;1982;43.244335;76.90293;307 047
panel;71.2;7;9;1980;43.244906;76.889482;365 169
panel;64.6;4;5;1983;43.236966;76.837353;278 638
panel;44.9;2;5;1977;43.234693;76.877804;303 742
panel;32.3;4;4;1972;43.230339;76.893569;284 830
panel;66.1;3;5;1977;43.26228;76.923735;272 103
panel;43;3;4;1970;43.221924;76.873124;275 349
panel;65.9;6;12;1998;43.239527;76.827301;235 205
panel;54.2;5;5;1979;43.251932;76.883068;261 993
panel;59.3;3;5;1975;43.195949;76.882844;278 247
panel;46.7;2;4;1972;43.383573;76.860826;277 088
panel;62.2;5;5;1985;43.327607;76.922693;241 158
panel;36.1;8;9;1980;43.254421;76.902184;277 009
panel;57.2;5;5;1985;43.320681;76.918228;227 273
panel;58;4;5;1968;43.270991;76.946804;232 759
